목적/사유,위도,경도,grade,EMD_CD,EMD_ENG_NM,EMD_KOR_NM
교통사고,37.080016999999998,126.952332999999996,"2","41590400",Yanggam-myeon,양감면
교통사고,37.217945000000000,126.955744800000005,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.187187119999997,126.790370199999998,"3","41590330",Mado-myeon,마도면
절도사건,37.202083049999999,127.038948599999998,"3","41590117",Byeongjeom-dong,병점동
교통사고,37.132764490000000,126.909889899999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.109792130000002,126.801375699999994,"2","41590256",Ujeong-eup,우정읍
교통사고,37.195476769999999,127.069859500000007,"2","41590127",Bansong-dong,반송동
교통사고,37.195031999999998,127.117478000000006,"2","41590130",Cheonggye-dong,청계동
교통사고,37.131544640000001,126.923370100000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.203065000000002,127.041223000000002,"2","41590117",Byeongjeom-dong,병점동
절도사건,37.173015950000000,126.696898200000007,"3","41590350",Seosin-myeon,서신면
사기사건,37.235780640000002,127.061956300000006,"3","41590120",Banwol-dong,반월동
교통사고,37.100222000000002,126.901167000000001,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.215286220000003,126.953277799999995,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.213142879999999,126.737725200000000,"2","41590340",Songsan-myeon,송산면
절도사건,37.205944320000000,127.065083400000006,"3","41590127",Bansong-dong,반송동
교통사고,37.219284680000001,127.079453799999996,"2","41590128",Seogu-dong,석우동
절도사건,37.205908870000002,127.064852599999995,"3","41590127",Bansong-dong,반송동
교통사고,37.130290000000002,126.900147799999999,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.220877399999999,126.995909900000001,"2","41590123",Baeyang-dong,배양동
교통사고,37.206211410000002,127.142225100000005,"2","41590132",Jung-dong,중동
교통사고,37.208716000000003,127.111591000000004,"2","41590131",Yeongcheon-dong,영천동
점유이탈횡령,37.208716000000003,127.111591000000004,"2","41590131",Yeongcheon-dong,영천동
특수폭행,37.197277999999997,127.109778000000006,"4","41590130",Cheonggye-dong,청계동
교통사고,37.201229380000001,126.992177299999994,"2","41590126",Annyeong-dong,안녕동
교통사고,37.208362360000002,126.816786800000003,"2","41590262",Namyang-eup,남양읍
교통사고,37.225276950000001,126.936632299999999,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.116627049999998,126.816422399999993,"2","41590256",Ujeong-eup,우정읍
교통사고,37.214091000000003,126.733825999999993,"2","41590340",Songsan-myeon,송산면
교통사고,37.168172089999999,127.078452900000002,"2","41590139",Geumgok-dong,금곡동
폭행사건,37.213568410000001,127.039446400000003,"4","41590116",Jinan-dong,진안동
교통사고,37.197297929999998,126.690789400000000,"2","41590350",Seosin-myeon,서신면
교통사고,37.117936000000000,126.958764000000002,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.206902159999999,127.036632100000006,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.190875880000000,126.691059699999997,"2","41590350",Seosin-myeon,서신면
교통사고,37.209738450000003,127.061366599999999,"2","41590118",Neung-dong,능동
교통사고,37.082823750000003,126.818892300000002,"2","41590256",Ujeong-eup,우정읍
절도사건,37.122636239999999,126.994724000000005,"3","41590259",Hyangnam-eup,향남읍
교통사고,37.185722640000002,126.938156699999993,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.210569309999997,127.064904400000003,"2","41590127",Bansong-dong,반송동
절도사건,37.199714000000000,127.109786000000000,"3","41590130",Cheonggye-dong,청계동
교통사고,37.195031999999998,127.117478000000006,"2","41590130",Cheonggye-dong,청계동
재물손괴,37.162134909999999,126.869549300000003,"2","41590360",Paltan-myeon,팔탄면
절도사건,37.129663290000003,126.909887200000000,"3","41590259",Hyangnam-eup,향남읍
교통사고,37.077777650000002,126.940811199999999,"2","41590400",Yanggam-myeon,양감면
교통사고,37.205216299999996,127.113459100000000,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.204535999999997,127.099135000000004,"2","41590130",Cheonggye-dong,청계동
교통사고,37.186518329999998,126.654707900000005,"2","41590350",Seosin-myeon,서신면
교통사고,37.209252370000002,127.030288700000000,"2","41590116",Jinan-dong,진안동
절도사건,37.206162999999997,127.096498999999994,"3","41590131",Yeongcheon-dong,영천동
교통사고,37.171896640000000,126.971838199999993,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.225805999999999,127.044360999999995,"2","41590119",Gisan-dong,기산동
교통사고,37.208473419999997,127.066458999999995,"2","41590127",Bansong-dong,반송동
교통사고,37.154812589999999,127.118317800000000,"2","41590136",Jangji-dong,장지동
교통사고,37.216378769999999,127.037250799999995,"2","41590116",Jinan-dong,진안동
교통사고,37.195818899999999,126.976788200000001,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.209195790000003,127.094076299999998,"2","41590131",Yeongcheon-dong,영천동
재물손괴,37.122636239999999,126.994724000000005,"2","41590259",Hyangnam-eup,향남읍
사기사건,37.129871029999997,126.919859700000003,"3","41590259",Hyangnam-eup,향남읍
절도사건,37.196818999999998,127.099074000000002,"3","41590130",Cheonggye-dong,청계동
교통사고,37.202001570000000,127.070540899999997,"2","41590127",Bansong-dong,반송동
교통사고,37.131752079999998,126.919589599999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.132477780000002,126.904063199999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.214091000000003,126.733825999999993,"2","41590340",Songsan-myeon,송산면
교통사고,37.202012539999998,127.073884500000005,"2","41590127",Bansong-dong,반송동
교통사고,37.198200870000001,126.875490099999993,"2","41590320",Bibong-myeon,비봉면
교통사고,37.242995260000001,126.746596900000000,"2","41590340",Songsan-myeon,송산면
교통사고,37.133651999999998,126.910670999999994,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.161193840000003,126.971087699999998,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.112631129999997,126.898743199999998,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.187187119999997,126.790370199999998,"2","41590330",Mado-myeon,마도면
교통사고,37.135740550000001,126.911137199999999,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.187187119999997,126.790370199999998,"2","41590330",Mado-myeon,마도면
교통사고,37.129871029999997,126.919859700000003,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.206918170000002,127.075537199999999,"2","41590128",Seogu-dong,석우동
쓰레기무단투기,37.101759780000002,126.857577899999995,"2","41590370",Jangan-myeon,장안면
재물손괴,37.187381969999997,126.654236600000004,"2","41590350",Seosin-myeon,서신면
교통사고,37.212189960000003,127.042273499999993,"2","41590116",Jinan-dong,진안동
교통사고,37.225276950000001,126.936632299999999,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.132224000000001,126.910218999999998,"2","41590259",Hyangnam-eup,향남읍
절도사건,37.083257029999999,126.814892000000000,"3","41590256",Ujeong-eup,우정읍
교통사고,37.201242729999997,127.040043800000007,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.218891730000003,126.966767800000000,"2","41590253",Bongdam-eup,봉담읍
생활방범,37.079454759999997,126.898634500000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.171896640000000,126.971838199999993,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.128478559999998,126.967900299999997,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.209241599999999,126.831184899999997,"2","41590262",Namyang-eup,남양읍
음주운전,37.200814919999999,127.035428100000004,"3","41590117",Byeongjeom-dong,병점동
교통사고,37.219578249999998,127.058374799999996,"2","41590118",Neung-dong,능동
교통사고,37.109792130000002,126.801375699999994,"2","41590256",Ujeong-eup,우정읍
교통사고,37.209176999999997,126.816468999999998,"2","41590262",Namyang-eup,남양읍
교통사고,37.194121840000001,126.939265100000000,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.173021489999996,126.694285100000002,"2","41590350",Seosin-myeon,서신면
점유이탈횡령,37.202610999999997,127.102861000000004,"2","41590130",Cheonggye-dong,청계동
교통사고,37.083976669999998,126.905861799999997,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.187381969999997,126.654236600000004,"2","41590350",Seosin-myeon,서신면
교통사고,37.199444000000000,127.116611000000006,"2","41590130",Cheonggye-dong,청계동
교통사고,37.207450000000001,126.815949000000003,"2","41590262",Namyang-eup,남양읍
생활방범,37.237911650000001,126.873824299999995,"2","41590320",Bibong-myeon,비봉면
재물손괴,37.218741870000002,127.035761699999995,"2","41590116",Jinan-dong,진안동
교통사고,37.205514330000000,127.012414899999996,"2","41590126",Annyeong-dong,안녕동
교통사고,37.210370429999998,127.066072100000000,"2","41590127",Bansong-dong,반송동
교통사고,37.083976669999998,126.905861799999997,"2","41590259",Hyangnam-eup,향남읍
성폭력사건,37.206546099999997,127.031883600000000,"5","41590116",Jinan-dong,진안동
교통사고,37.129663290000003,126.909887200000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.161193840000003,126.971087699999998,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.135740550000001,126.911137199999999,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.173021489999996,126.694285100000002,"2","41590350",Seosin-myeon,서신면
교통사고,37.133785060000001,127.011964500000005,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.207794100000001,127.110541499999997,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.208221999999999,127.109806000000006,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.135740550000001,126.911137199999999,"2","41590259",Hyangnam-eup,향남읍
쓰레기무단투기,37.100425029999997,126.907562499999997,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.215837350000001,126.969423100000000,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.204345279999998,126.873580799999999,"2","41590320",Bibong-myeon,비봉면
생활방범,37.079454759999997,126.898634500000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.218025969999999,126.947704799999997,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.205908870000002,127.064852599999995,"3","41590127",Bansong-dong,반송동
생활방범,37.206371099999998,126.773566099999996,"2","41590330",Mado-myeon,마도면
교통사고,37.205730060000000,127.035767300000003,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.241270159999999,126.745229800000004,"2","41590340",Songsan-myeon,송산면
도로교통법위반,37.196825169999997,127.072889799999999,"2","41590127",Bansong-dong,반송동
교통사고,37.198130310000003,127.067631599999999,"2","41590127",Bansong-dong,반송동
교통사고,37.198130310000003,127.067631599999999,"2","41590127",Bansong-dong,반송동
경범죄처벌위반,37.203065000000002,127.041223000000002,"3","41590117",Byeongjeom-dong,병점동
절도사건,37.210095680000002,127.063808699999996,"3","41590127",Bansong-dong,반송동
교통사고,37.213142879999999,126.737725200000000,"2","41590340",Songsan-myeon,송산면
사기사건,37.106591000000002,126.872997999999995,"3","41590360",Paltan-myeon,팔탄면
교통사고,37.206969999999998,127.072765000000004,"2","41590127",Bansong-dong,반송동
교통사고,37.212168609999999,127.040397400000003,"2","41590116",Jinan-dong,진안동
점유이탈횡령,37.206969999999998,127.072765000000004,"2","41590127",Bansong-dong,반송동
교통사고,37.238323999999999,126.952871999999999,"2","41590253",Bongdam-eup,봉담읍
공연음란,37.129270540000000,126.905399599999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.052801070000001,126.779305899999997,"2","41590256",Ujeong-eup,우정읍
교통사고,37.225276950000001,126.936632299999999,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.136657260000000,126.951373000000004,"2","41590259",Hyangnam-eup,향남읍
생활방범,37.050039339999998,126.767495299999993,"2","41590256",Ujeong-eup,우정읍
폭행사건,37.189190519999997,127.071898099999999,"4","41590127",Bansong-dong,반송동
업무방해,37.207398339999997,127.033732099999995,"2","41590116",Jinan-dong,진안동
교통사고,37.225276950000001,126.936632299999999,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.191237809999997,127.068851100000003,"2","41590127",Bansong-dong,반송동
교통사고,37.190162000000001,127.069362999999996,"2","41590127",Bansong-dong,반송동
도로교통법위반,37.217151999999999,127.038978999999998,"2","41590116",Jinan-dong,진안동
도로교통법위반,37.208797840000003,127.045765700000004,"2","41590117",Byeongjeom-dong,병점동
도로교통법위반,37.211900770000000,127.043248300000002,"2","41590116",Jinan-dong,진안동
교통사고,37.206249999999997,127.111778000000001,"2","41590131",Yeongcheon-dong,영천동
폭행사건,37.189190519999997,127.071898099999999,"4","41590127",Bansong-dong,반송동
교통사고,37.172191589999997,126.950221999999997,"2","41590410",Jeongnam-myeon,정남면
"절도사건
화재사건",37.205944320000000,127.065083400000006,"5","41590127",Bansong-dong,반송동
교통사고,37.217945000000000,126.955744800000005,"2","41590253",Bongdam-eup,봉담읍
절도사건,37.196818999999998,127.099074000000002,"3","41590130",Cheonggye-dong,청계동
교통사고,37.208038309999999,127.035114100000001,"2","41590116",Jinan-dong,진안동
교통사고,37.191094999999997,126.935244999999995,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.207377000000001,126.802161999999996,"2","41590262",Namyang-eup,남양읍
교통사고,37.136657260000000,126.951373000000004,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.209007249999999,127.032540499999996,"2","41590116",Jinan-dong,진안동
교통사고,37.213868380000001,127.041783400000000,"2","41590116",Jinan-dong,진안동
교통사고,37.206747530000001,127.009061099999997,"2","41590125",Songsan-dong,송산동
교통사고,37.225276950000001,126.936632299999999,"2","41590253",Bongdam-eup,봉담읍
폭행사건,37.201270999999998,127.071985999999995,"4","41590127",Bansong-dong,반송동
보복운전사건,37.164762000000003,127.085370999999995,"2","41590138",Banggyo-dong,방교동
경범죄처벌위반,37.190990679999999,126.692108800000000,"3","41590350",Seosin-myeon,서신면
경범죄처벌위반,37.201529389999997,127.059298600000005,"3","41590118",Neung-dong,능동
교통사고,37.126788349999998,126.856328099999999,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.212209739999999,127.063272900000001,"2","41590118",Neung-dong,능동
교통접수,37.206371099999998,126.773566099999996,"2","41590330",Mado-myeon,마도면
변사사건,37.168663400000000,126.706428599999995,"5","41590350",Seosin-myeon,서신면
교통사고,37.217833259999999,127.060217399999999,"2","41590118",Neung-dong,능동
교통사고,37.213568410000001,127.039446400000003,"2","41590116",Jinan-dong,진안동
교통사고,37.177412279999999,126.667153200000001,"2","41590350",Seosin-myeon,서신면
절도사건,37.180354999999999,127.123310000000004,"3","41590134",Mok-dong,목동
교통사고,37.176240280000002,126.814510600000006,"2","41590262",Namyang-eup,남양읍
교통사고,37.191492500000003,127.092131800000004,"2","41590129",Osan-dong,오산동
교통사고,37.155735999999997,126.918689000000001,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.204948289999997,127.034661200000002,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.199602630000001,126.897079099999999,"2","41590320",Bibong-myeon,비봉면
교통사고,37.210851900000002,126.759919499999995,"2","41590340",Songsan-myeon,송산면
교통사고,37.187381969999997,126.654236600000004,"2","41590350",Seosin-myeon,서신면
교통사고,37.208473419999997,127.066458999999995,"2","41590127",Bansong-dong,반송동
교통사고,37.202001570000000,127.070540899999997,"2","41590127",Bansong-dong,반송동
절도사건,37.203865000000000,127.053258700000001,"3","41590118",Neung-dong,능동
교통사고,37.207398339999997,127.033732099999995,"2","41590116",Jinan-dong,진안동
교통사고,37.209029800000003,127.033967300000000,"2","41590116",Jinan-dong,진안동
도로교통법위반,37.205485539999998,126.981040300000004,"2","41590253",Bongdam-eup,봉담읍
도로교통법위반,37.133070580000002,126.926919600000005,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.203442000000003,126.806020000000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.203442000000003,126.806020000000004,"2","41590262",Namyang-eup,남양읍
도로교통법위반,37.159153689999997,127.099371000000005,"2","41590136",Jangji-dong,장지동
교통사고,37.230852089999999,126.804957000000002,"2","41590262",Namyang-eup,남양읍
교통사고,37.198096999999997,126.803210000000007,"2","41590262",Namyang-eup,남양읍
교통사고,37.211561639999999,126.753218599999997,"2","41590340",Songsan-myeon,송산면
교통사고,37.200335359999997,127.034594299999995,"2","41590117",Byeongjeom-dong,병점동
생활방범,37.159171000000001,126.921412000000004,"2","41590253",Bongdam-eup,봉담읍
생활방범,37.186517289999998,126.652610499999994,"2","41590350",Seosin-myeon,서신면
교통사고,37.041774779999997,126.798162099999999,"2","41590256",Ujeong-eup,우정읍
도로교통법위반,37.179620999999997,127.114204999999998,"2","41590134",Mok-dong,목동
교통사고,37.221030429999999,127.049340400000006,"2","41590119",Gisan-dong,기산동
교통사고,37.198200870000001,126.875490099999993,"2","41590320",Bibong-myeon,비봉면
교통사고,37.231024689999998,126.753286099999997,"2","41590340",Songsan-myeon,송산면
교통사고,37.199602630000001,126.897079099999999,"2","41590320",Bibong-myeon,비봉면
폭행사건,37.130731349999998,126.903273100000007,"4","41590259",Hyangnam-eup,향남읍
사기사건,37.206169000000003,126.810134000000005,"3","41590262",Namyang-eup,남양읍
교통사고,37.210155790000002,127.064135399999998,"2","41590127",Bansong-dong,반송동
교통사고,37.200335359999997,127.034594299999995,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.071960470000000,126.899547299999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.200505229999997,127.089854500000001,"2","41590129",Osan-dong,오산동
생활방범,37.195276600000000,126.830391000000006,"2","41590262",Namyang-eup,남양읍
폭행사건,37.214064999999998,127.040655000000001,"4","41590116",Jinan-dong,진안동
생활방범,37.163619150000002,126.974899100000002,"2","41590410",Jeongnam-myeon,정남면
생활방범,37.200495250000003,127.052241800000004,"2","41590118",Neung-dong,능동
생활방범,37.206207059999997,126.779317699999993,"2","41590330",Mado-myeon,마도면
교통사고,37.247535999999997,126.891811000000004,"2","41590320",Bibong-myeon,비봉면
교통사고,37.205885610000003,127.022542099999995,"2","41590125",Songsan-dong,송산동
교통사고,37.207781529999998,126.814235600000004,"2","41590262",Namyang-eup,남양읍
교통사고,37.222228530000002,126.973799999999997,"2","41590253",Bongdam-eup,봉담읍
폭행사건,37.216378769999999,127.037250799999995,"4","41590116",Jinan-dong,진안동
교통사고,37.221799920000002,126.951494299999993,"2","41590253",Bongdam-eup,봉담읍
생활방범,37.205246500000001,126.770839800000005,"2","41590330",Mado-myeon,마도면
점유이탈횡령,37.206546099999997,127.031883600000000,"2","41590116",Jinan-dong,진안동
절도사건,37.160218469999997,126.662810199999996,"3","41590350",Seosin-myeon,서신면
도로교통법위반,37.206936990000003,127.037642300000002,"2","41590117",Byeongjeom-dong,병점동
점유이탈횡령,37.206546099999997,127.031883600000000,"2","41590116",Jinan-dong,진안동
교통사고,37.208264999999997,126.813401999999996,"2","41590262",Namyang-eup,남양읍
교통사고,37.132477780000002,126.904063199999996,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.190381639999998,126.973860200000004,"2","41590410",Jeongnam-myeon,정남면
도로교통법위반,37.196094549999998,127.078058200000001,"2","41590127",Bansong-dong,반송동
교통사고,37.211553950000003,127.073153099999999,"2","41590128",Seogu-dong,석우동
교통사고,37.209590419999998,127.067311399999994,"2","41590127",Bansong-dong,반송동
교통사고,37.202012539999998,127.073884500000005,"2","41590127",Bansong-dong,반송동
교통사고,37.200512000000003,127.030873000000000,"2","41590117",Byeongjeom-dong,병점동
도로교통법위반,37.196094549999998,127.078058200000001,"2","41590127",Bansong-dong,반송동
교통사고,37.086284689999999,126.820447000000001,"2","41590256",Ujeong-eup,우정읍
교통사고,37.086416999999997,126.821556000000001,"2","41590256",Ujeong-eup,우정읍
강간미수,37.227855120000001,127.072369399999999,"5","41590120",Banwol-dong,반월동
교통사고,37.210349579999999,127.067894800000005,"2","41590127",Bansong-dong,반송동
교통사고,37.210647549999997,127.068698400000002,"2","41590127",Bansong-dong,반송동
교통사고,37.221374369999999,126.948356300000000,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.041457520000002,126.789904699999994,"2","41590256",Ujeong-eup,우정읍
교통사고,37.040432050000000,126.791284300000001,"2","41590256",Ujeong-eup,우정읍
교통사고,37.109792130000002,126.801375699999994,"2","41590256",Ujeong-eup,우정읍
교통사고,37.179393249999997,127.079070599999994,"2","41590139",Geumgok-dong,금곡동
교통사고,37.124556480000003,126.922579099999993,"2","41590259",Hyangnam-eup,향남읍
절도사건,37.214685889999998,127.053657999999999,"3","41590118",Neung-dong,능동
교통사고,37.131544640000001,126.923370100000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.186518329999998,126.654707900000005,"2","41590350",Seosin-myeon,서신면
교통사고,37.125555429999999,126.922805600000004,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.217175599999997,126.976610399999998,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.167742339999997,126.702902300000005,"2","41590350",Seosin-myeon,서신면
교통사고,37.206485309999998,127.014072999999996,"2","41590125",Songsan-dong,송산동
교통사고,37.213732999999998,126.971306999999996,"2","41590253",Bongdam-eup,봉담읍
폭행사건,37.097311339999997,126.836418499999994,"4","41590370",Jangan-myeon,장안면
절도사건,37.194798730000002,127.074575699999997,"3","41590127",Bansong-dong,반송동
절도사건,37.194782429999997,127.075002699999999,"3","41590127",Bansong-dong,반송동
절도사건,37.189925000000002,126.871243000000007,"3","41590360",Paltan-myeon,팔탄면
절도사건,37.198200870000001,126.875490099999993,"3","41590320",Bibong-myeon,비봉면
절도사건,37.208204000000002,126.807320000000004,"3","41590262",Namyang-eup,남양읍
절도사건,37.207037000000000,126.798866000000004,"3","41590262",Namyang-eup,남양읍
절도사건,37.216897289999999,126.975376600000004,"3","41590253",Bongdam-eup,봉담읍
절도사건,37.219223900000003,126.973761699999997,"3","41590253",Bongdam-eup,봉담읍
절도사건,37.222228530000002,126.973799999999997,"3","41590253",Bongdam-eup,봉담읍
절도사건,37.223477279999997,126.976209800000007,"3","41590124",Gian-dong,기안동
절도사건,37.223477279999997,126.976209800000007,"3","41590124",Gian-dong,기안동
절도사건,37.224885700000002,126.976645599999998,"3","41590124",Gian-dong,기안동
절도사건,37.224830619999999,126.975159000000005,"3","41590124",Gian-dong,기안동
교통사고,37.131544640000001,126.923370100000000,"2","41590259",Hyangnam-eup,향남읍
절도사건,37.206162999999997,127.096498999999994,"3","41590131",Yeongcheon-dong,영천동
교통사고,37.204628599999999,127.115242499999994,"2","41590131",Yeongcheon-dong,영천동
폭행사건,37.200225820000000,127.031323599999993,"4","41590117",Byeongjeom-dong,병점동
교통사고,37.192830280000003,127.066903400000001,"2","41590127",Bansong-dong,반송동
절도사건,37.201982860000001,127.044348999999997,"3","41590118",Neung-dong,능동
도로교통법위반,37.208797840000003,127.045765700000004,"2","41590117",Byeongjeom-dong,병점동
교통사고,37.211561639999999,126.753218599999997,"2","41590340",Songsan-myeon,송산면
교통사고,37.206969999999998,127.072765000000004,"2","41590127",Bansong-dong,반송동
교통사고,37.206758499999999,127.111590100000001,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.199820549999998,127.059297299999997,"2","41590118",Neung-dong,능동
교통사고,37.202012539999998,127.073884500000005,"2","41590127",Bansong-dong,반송동
교통사고,37.212189960000003,127.042273499999993,"2","41590116",Jinan-dong,진안동
교통사고,37.167522280000000,126.714995900000005,"2","41590350",Seosin-myeon,서신면
교통사고,37.204967900000000,127.116505900000007,"2","41590131",Yeongcheon-dong,영천동
교통사고,37.116627049999998,126.816422399999993,"2","41590256",Ujeong-eup,우정읍
교통사고,37.187187119999997,126.790370199999998,"2","41590330",Mado-myeon,마도면
재물손괴,37.200170999999997,127.106156999999996,"2","41590130",Cheonggye-dong,청계동
교통사고,37.199820549999998,127.059297299999997,"2","41590118",Neung-dong,능동
교통사고,37.220011520000000,127.058335200000002,"2","41590118",Neung-dong,능동
교통사고,37.131752079999998,126.919589599999995,"2","41590259",Hyangnam-eup,향남읍
쓰레기무단투기,37.205744000000003,126.957254000000006,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.161193840000003,126.971087699999998,"2","41590410",Jeongnam-myeon,정남면
교통사고,37.202012539999998,127.073884500000005,"2","41590127",Bansong-dong,반송동
교통사고,37.183928870000003,127.105867300000000,"2","41590129",Osan-dong,오산동
교통사고,37.205309000000000,126.806205000000006,"2","41590262",Namyang-eup,남양읍
교통사고,37.217781160000001,126.947567699999993,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.167677419999997,126.707905800000006,"2","41590350",Seosin-myeon,서신면
도로교통법위반,37.126032340000002,126.924415900000000,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.130975370000002,126.909704399999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.210962440000003,126.856002799999999,"2","41590262",Namyang-eup,남양읍
폭행사건,37.196133000000003,126.845332999999997,"4","41590262",Namyang-eup,남양읍
절도사건,37.163904000000002,126.907061999999996,"3","41590360",Paltan-myeon,팔탄면
교통사고,37.159171000000001,126.921412000000004,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.214343229999997,127.036601099999999,"2","41590116",Jinan-dong,진안동
교통사고,37.080016999999998,126.952332999999996,"2","41590400",Yanggam-myeon,양감면
교통사고,37.169709550000000,126.983388700000006,"2","41590410",Jeongnam-myeon,정남면
절도사건,37.207157930000001,127.033451099999994,"3","41590116",Jinan-dong,진안동
교통사고,37.202012539999998,127.073884500000005,"2","41590127",Bansong-dong,반송동
재물손괴,37.214685889999998,127.053657999999999,"2","41590118",Neung-dong,능동
교통사고,37.205798299999998,127.115489100000005,"2","41590131",Yeongcheon-dong,영천동
쓰레기무단투기,37.214338419999997,126.975489699999997,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.217945000000000,126.955744800000005,"2","41590253",Bongdam-eup,봉담읍
교통사고,37.205039999999997,127.115550799999994,"2","41590131",Yeongcheon-dong,영천동
도로교통법위반,37.207226669999997,126.983443100000002,"2","41590126",Annyeong-dong,안녕동
교통사고,37.205581000000002,127.072909999999993,"2","41590127",Bansong-dong,반송동
교통사고,37.134774419999999,126.925228399999995,"2","41590259",Hyangnam-eup,향남읍
교통사고,37.089641860000000,126.818420900000007,"2","41590256",Ujeong-eup,우정읍
교통사고,37.194612999999997,127.099095000000005,"2","41590130",Cheonggye-dong,청계동
교통사고,37.247535999999997,126.891811000000004,"2","41590320",Bibong-myeon,비봉면
교통사고,37.155968999999999,126.927125000000004,"2","41590360",Paltan-myeon,팔탄면
교통사고,37.215027820000003,127.061129699999995,"2","41590118",Neung-dong,능동
실종수사,37.208799239999998,127.060918700000002,"5","41590118",Neung-dong,능동
교통사고,37.208548190000002,126.959194600000004,"2","41590253",Bongdam-eup,봉담읍
도로교통법위반,37.204931559999999,127.083668900000006,"2","41590128",Seogu-dong,석우동
교통사고,37.084803590000000,126.818683800000002,"2","41590256",Ujeong-eup,우정읍
교통사고,37.080016999999998,126.952332999999996,"2","41590400",Yanggam-myeon,양감면
교통사고,37.169185239999997,126.703245100000004,"2","41590350",Seosin-myeon,서신면
절도사건,37.117525909999998,126.794594700000005,"3","41590256",Ujeong-eup,우정읍
절도사건,37.211561639999999,126.753218599999997,"3","41590340",Songsan-myeon,송산면
절도사건,37.217945000000000,126.955744800000005,"3","41590253",Bongdam-eup,봉담읍
쓰레기무단투기,37.206969999999998,127.072765000000004,"2","41590127",Bansong-dong,반송동
도로교통법위반,37.207451870000000,127.010644099999993,"2","41590125",Songsan-dong,송산동
교통사고,37.220011520000000,127.058335200000002,"2","41590118",Neung-dong,능동
교통사고,37.201520960000003,127.023951199999999,"2","41590117",Byeongjeom-dong,병점동
점유이탈횡령,37.200302729999997,126.700802199999998,"2","41590350",Seosin-myeon,서신면
쓰레기무단투기,37.192818719999998,127.072750400000004,"2","41590127",Bansong-dong,반송동
교통사고,37.207018140000002,127.063229600000000,"2","41590127",Bansong-dong,반송동
폭행사건,37.184938959999997,126.691011399999994,"4","41590350",Seosin-myeon,서신면
